0,-0.999999999999998,-0.999999999999997,-0.999999999999997,-0.999999999999997,-0.999999999999998,-0.999999999999998,-0.999999999999998,-0.999999999999998,-0.999999999999998,-0.999999999999997,-0.999999999999996,-0.999999999999996,-0.999999999999997,-0.999999999999997
0,1.39168513477144e-15,-0.999999999999997,-0.999999999999997,-0.999999999999997,1.39168513477144e-15,1.39168513477144e-15,1.39168513477144e-15,1.39168513477144e-15,1.39168513477144e-15,-0.999999999999997,-0.999999999999997,-0.999999999999996,-0.999999999999997,-0.999999999999997
0,2.04063548839977e-16,3.80550942431309e-16,-1,-1,2.04063548839977e-16,2.04063548839977e-16,2.04063548839977e-16,2.04063548839977e-16,2.04063548839977e-16,3.80550942431308e-16,3.80550942431308e-16,3.80550942431308e-16,-1,-0.999999999999999
0,1.55437389314237e-16,2.89869726018442e-16,3.86492968024589e-16,-1,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,2.89869726018441e-16,2.89869726018441e-16,2.89869726018441e-16,3.86492968024589e-16,3.86492968024589e-16
0,3.10874778628474e-16,3.10874778628474e-16,3.10874778628474e-16,3.10874778628474e-16,3.10874778628474e-16,3.10874778628474e-16,3.10874778628474e-16,-0.999999999999999,-0.999999999999999,3.10874778628473e-16,3.10874778628473e-16,3.10874778628473e-16,3.10874778628474e-16,3.10874778628473e-16
0,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,3.14916063841285e-16,-1,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16
0,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,-1,-1,-1,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16,1.55437389314237e-16
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
0,6.21749557256947e-16,1.15947890407377e-15,1.15947890407377e-15,1.15947890407377e-15,6.21749557256947e-16,6.21749557256947e-16,6.21749557256947e-16,6.21749557256947e-16,6.21749557256947e-16,-0.999999999999998,-0.999999999999998,-0.999999999999998,1.15947890407377e-15,1.15947890407377e-15
0,3.10874778628474e-16,5.79739452036883e-16,5.79739452036883e-16,5.79739452036883e-16,3.10874778628473e-16,3.10874778628474e-16,3.10874778628473e-16,3.10874778628473e-16,3.10874778628473e-16,8.64214925517563e-16,-0.999999999999999,-0.999999999999999,5.79739452036883e-16,5.79739452036883e-16
0,3.10874778628473e-16,5.79739452036883e-16,5.79739452036883e-16,5.79739452036883e-16,3.10874778628473e-16,3.10874778628473e-16,3.10874778628473e-16,3.10874778628473e-16,3.10874778628473e-16,8.64214925517562e-16,1.25213602571849e-15,-0.999999999999998,5.79739452036883e-16,5.79739452036882e-16
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,3.10874778628474e-16,5.79739452036883e-16,7.72985936049178e-16,7.72985936049178e-16,3.10874778628473e-16,3.10874778628474e-16,3.10874778628473e-16,3.10874778628473e-16,3.10874778628473e-16,5.79739452036883e-16,5.79739452036882e-16,5.79739452036882e-16,7.72985936049178e-16,-0.999999999999999
